"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
2096196,"August 19, 2021",Oklahoma,"Oklahoma City","SW 44th St and S Independence Ave",0,1,N/A
2094498,"August 18, 2021",Missouri,"Saint Louis","9100 block of Jordan St",0,2,N/A
2095515,"August 18, 2021",Pennsylvania,Chester,"400 block of Frank Young Ave",0,1,N/A
2094335,"August 17, 2021",Georgia,Albany,"200 block of Slater King Dr",0,1,N/A
2093789,"August 17, 2021",Missouri,"Saint Louis (Berkeley)","8000 block of Busiek Ave",0,1,N/A
2091357,"August 14, 2021",Ohio,Cincinnati,"1800 block of Forbus St",0,1,N/A
2092182,"August 14, 2021",California,Quincy,N/A,0,1,N/A
2087783,"August 10, 2021","North Carolina",Charlotte,"7201 Bevington Woods Lane",0,2,N/A
2085791,"August 8, 2021",Indiana,Indianapolis,"2600 block of N Harding St",0,2,N/A
2086545,"August 8, 2021",Tennessee,Memphis,"Fox Valley Dr",0,1,N/A
2084606,"August 6, 2021",Pennsylvania,Philadelphia,"500 block of Manheim St",0,1,N/A
2083043,"August 4, 2021",Mississippi,Jackson,"4901 McWillie Cir",0,1,N/A
2082606,"August 3, 2021",Texas,Houston,"7755 W Bellfort Blvd",0,1,N/A
2081317,"August 2, 2021",Tennessee,Martin,"240 Oakland St",0,1,N/A
2081179,"August 2, 2021",Indiana,Gary,"800 block of W 25th Ave",0,2,N/A
2081458,"August 2, 2021",Ohio,"Dayton (Trotwood)","4900 block of Bloomfield Dr",0,1,N/A
2080586,"August 1, 2021",Florida,Cocoa,"Kennedy Cir",0,1,N/A
2078973,"July 30, 2021",Indiana,Evansville,N/A,0,1,N/A
2077570,"July 29, 2021",Florida,"Panama City (Southport)",N/A,0,1,N/A
2076887,"July 28, 2021","West Virginia",Charleston,"2222 Washington St E",0,1,N/A
2076128,"July 27, 2021",Michigan,Saginaw,"W Genesee Ave and Avon St",0,1,N/A
2163030,"July 27, 2021",Connecticut,Ledyard,"Kerrie Ct",0,1,N/A
2076019,"July 27, 2021",Michigan,Detroit,"1900 block of Chene Ct",0,1,N/A
2076114,"July 27, 2021",Connecticut,"Gales Ferry","6 Kerrie Ct",0,1,N/A
2074722,"July 25, 2021",Georgia,Wrightsville,"Hightower Rd",0,1,N/A
2072338,"July 23, 2021",Missouri,"Saint Louis","8600 block of Partridge Ave",0,1,N/A
2072334,"July 23, 2021",Tennessee,Cordova,"500 block of Wesley Woods Dr",0,1,N/A
2070839,"July 21, 2021",Arkansas,"Little Rock","1600 block of S Elm St",0,1,N/A
2070520,"July 20, 2021",California,"San Bernardino","16th Street and E St",0,1,N/A
2069001,"July 20, 2021",Kentucky,Louisville,"5000 block of Red Fern Rd",0,2,N/A
2065849,"July 17, 2021",Texas,Houston,"12550 Kuykendahl Rd",0,2,N/A
2064927,"July 16, 2021",Ohio,Columbus,"1075 Seymour Ave",0,1,N/A
2065526,"July 16, 2021",Michigan,Saginaw,"2506 Hampshire St",0,1,N/A
2065588,"July 16, 2021",Michigan,Wyoming,"2500 block of Waldon Woods Dr SW",0,1,N/A
2063203,"July 14, 2021",Kansas,Wichita,"2300 block of E MacArthur Rd",0,2,N/A
2060351,"July 12, 2021",Tennessee,Nashville,"3000 block of Bray Dr",0,1,N/A
2060009,"July 11, 2021",Wisconsin,Milwaukee,"N 77th St and W Melvina St",0,1,N/A
2058924,"July 10, 2021",Texas,"Wichita Falls","3917 Cynthia Ln",0,1,N/A
2060240,"July 10, 2021",Minnesota,"Sauk Centre","36000 block of Co Rd 171",0,3,N/A
2055268,"July 6, 2021",Virginia,Suffolk,"500 block of Kissimmee Ave",0,1,N/A
2056983,"July 6, 2021",California,Gilroy,"8th  St and Eigleberry St",0,1,N/A
2055360,"July 6, 2021",Tennessee,Memphis,"4769 Haven Ct",0,1,N/A
2054300,"July 5, 2021",Texas,Waco,"700 block of Reynolds St",0,1,N/A
2052815,"July 4, 2021",Illinois,Chicago,"11700 S Normal Ave",0,1,N/A
2053682,"July 4, 2021",Virginia,Suffolk,"100 block of S 5th St",0,1,N/A
2053575,"July 4, 2021","District of Columbia",Washington,"3500 block of 11th St NW",0,1,N/A
2052236,"July 3, 2021",Illinois,Dolton,"15100 block of S King Dr",0,1,N/A
2052128,"July 3, 2021",Alabama,"Birmingham (Ensley)","1801 Avenue V",0,1,N/A
2052336,"July 3, 2021",Indiana,"South Bend","18011 Cleveland Rd",0,1,N/A
2052296,"July 3, 2021","South Carolina",Florence,"600 block of Roberts St",0,1,N/A
2057148,"July 2, 2021",Louisiana,"Gretna (Terrytown)","2500 block of Belle Chasse Hwy",0,1,N/A
2051331,"July 2, 2021",Oklahoma,"Oklahoma City (Moore)","2306 Tyler Ln",0,1,N/A
2050910,"July 1, 2021",Texas,Houston,"8200 block of Millicent St",0,1,N/A
2050144,"July 1, 2021",Illinois,Chicago,"800 block of E 79th St",0,2,N/A
2046962,"June 27, 2021",California,Fresno,"E Atchison St and S Plumas St",0,1,N/A
2046947,"June 27, 2021",Ohio,Columbus,"5708 Forest Hills Blvd",0,1,N/A
2050475,"June 26, 2021",Missouri,"Kansas City","3319 E 30th St",0,1,N/A
2045548,"June 25, 2021","New Hampshire",Milton,"120 Bolan Rd",0,1,N/A
2045609,"June 23, 2021",Georgia,Decatur,"2566 Whites Mill Rd",0,1,N/A
2042725,"June 22, 2021",Virginia,Richmond,"5600 block of Petoskey Ave",0,1,N/A
2042148,"June 21, 2021",Texas,Houston,"15400 block of Bammel Field Ct",0,1,N/A
2041021,"June 20, 2021",Missouri,"Saint Louis","4200 block of CD Banks Ave",0,2,N/A
2040002,"June 19, 2021",Colorado,Aurora,"14301 E Tennessee Ave",0,2,N/A
2038933,"June 17, 2021",Virginia,Woodbridge,"2700 block of Yosocomico Ln",0,1,N/A
2035832,"June 15, 2021",Kansas,Topeka,"800 block of SW 11th St",0,1,N/A
2032300,"June 12, 2021",Texas,Houston,"4500 block of Hershe St",0,1,N/A
2033295,"June 12, 2021",Ohio,Columbus,"328 Westpot Dr",0,2,N/A
2032624,"June 11, 2021",Georgia,Atlanta,"1600 block of Abner Terrace",0,1,N/A
2030718,"June 9, 2021",Michigan,Westland,"29000 block of Powers St",0,1,N/A
2030118,"June 9, 2021",Tennessee,Memphis,"830 Bartlett Rd",0,1,N/A
2028527,"June 8, 2021",Florida,Tampa,"E Frierson Ave",0,1,N/A
2029058,"June 7, 2021",Ohio,Akron,"800 block of McKinley Ave",0,1,N/A
2027074,"June 6, 2021",Michigan,Detroit,"10000 block of Whittier Ave",0,1,N/A
2026587,"June 5, 2021","North Carolina",Charlotte,"9500 block of Isaac Hunter Dr",0,1,N/A
2024806,"June 3, 2021",Tennessee,Memphis,"Sweet Springs Dr",0,1,N/A
2036846,"June 1, 2021",Virginia,"Newport News","800 block of 23rd St",0,1,N/A
2022444,"May 30, 2021",Florida,Arcadia,N/A,0,1,N/A
2019315,"May 29, 2021","North Carolina",Reidsville,"300 block of North West Market St",0,1,N/A
2021816,"May 29, 2021",Texas,Houston,"700 Dunham Rd",0,1,N/A
2019032,"May 28, 2021",Texas,Dallas,"300 block of Buttercup Ln",0,1,N/A
2017580,"May 27, 2021",Texas,"Fort Worth","3700 block of Seven Gables St",0,2,N/A
2017034,"May 26, 2021",Texas,Houston,"600 E Anderson Rd",0,1,N/A
2016670,"May 25, 2021",California,Oxnard,"1200 block of S N St",0,1,N/A
2015638,"May 25, 2021",Mississippi,Jackson,"4125 Sunset Dr",0,1,N/A
2014089,"May 24, 2021",Florida,Orlando,"1700 block of Knotting Hill Dr",0,1,N/A
2014085,"May 24, 2021",Kansas,Wichita,"3100 block of S Yale St",0,1,N/A
2016384,"May 21, 2021",Georgia,Atlanta,"Alison Ct SW",0,1,N/A
2011854,"May 21, 2021",Florida,Lakeland,"S Wabash Ave and Ariana St",0,1,N/A
2007170,"May 16, 2021",Ohio,Akron,"700 block of Clay St",0,1,N/A
2006353,"May 16, 2021",Maryland,"Capitol Heights","1600 block of Brooks Dr",0,1,N/A
2004845,"May 14, 2021",Wisconsin,Milwaukee,"N 48th St and W Marion St",0,1,N/A
2003492,"May 13, 2021",Illinois,Chicago,"1800 block of S Kildare Ave",0,1,N/A
2003839,"May 13, 2021",Florida,Tampa,"30th Ave and 54th St N",0,1,N/A
2002019,"May 12, 2021",Maine,"Bath (West Bath)","109 New Meadows Rd",0,2,N/A
2001692,"May 11, 2021",Florida,Orlando,"5200 N Orange Blossom Trl",0,1,N/A
2000187,"May 10, 2021",Indiana,"South Bend","53880 Generations Dr",0,1,N/A
2001500,"May 10, 2021",Texas,Austin,"1515 Wickersham Ln",0,1,N/A
2001407,"May 8, 2021",Alabama,"Mobile (Prichard)","Foch St",0,1,N/A
1998563,"May 8, 2021","New York","New York (Manhattan)","W 44th St and Seventh Ave",0,3,N/A
1997944,"May 7, 2021",Virginia,Norfolk,"7900 block of Diggs Rd",0,1,N/A
1997836,"May 7, 2021",Texas,"San Antonio","1303 Rigsby Ave",0,1,N/A
1998108,"May 7, 2021",Florida,Clewiston,"940 W Sugarland Hwy",1,1,N/A
1997036,"May 6, 2021",Louisiana,Opelousas,"200 block of Coleman St",0,1,N/A
1996035,"May 5, 2021",Ohio,Columbus,"1837 S 5th St",0,1,N/A
1993579,"May 2, 2021","North Carolina",Statesville,"Old Wilkesboro Rd",0,1,N/A
1991678,"April 30, 2021","New Jersey",Burlington,"400 block of Saint Mary St",1,1,N/A
1991320,"April 29, 2021",Texas,Elsa,"300 block of E 3rd St",0,1,N/A
1991978,"April 29, 2021",Georgia,Conyers,"1200 Rockmont Cir SW",0,1,N/A
1991261,"April 29, 2021","New York",Yonkers,"Ash St and Oak St",0,1,N/A
1991625,"April 29, 2021",Mississippi,Jackson,"621 Houston Ave",0,1,N/A
1988240,"April 27, 2021",Indiana,Elkhart,"1300 block of Wildflower St",0,1,N/A
1988688,"April 27, 2021",Virginia,Richmond,"4000 Midlothian Turnpike",2,3,N/A
1988540,"April 26, 2021",Texas,Houston,"990 Cypress Station Dr",1,1,N/A
1987517,"April 25, 2021","North Carolina",Mooresboro,N/A,0,1,N/A
1987006,"April 25, 2021",Florida,"Fort Myers","3513 Fowler St",1,1,N/A
1985825,"April 23, 2021",Illinois,Champaign,"600 block of S Crescent Dr",0,1,N/A
1985736,"April 23, 2021",California,Bakersfield,"100 block of P St",0,1,N/A
1985090,"April 22, 2021",Tennessee,Memphis,N/A,0,1,N/A
1984756,"April 22, 2021",Georgia,"Atlanta (Sandy Springs)","7600 Roswell Rd",0,1,N/A
1983669,"April 21, 2021",Florida,Orlando,"800 block of N. Hastings St",0,1,N/A
1983718,"April 21, 2021",Michigan,Detroit,"12000 block of Prairie St",0,1,N/A
1984583,"April 21, 2021",California,Bakersfield,"5000 block of Marsha St",0,1,N/A
1981709,"April 19, 2021",Tennessee,Memphis,N/A,0,2,N/A
1981462,"April 18, 2021",Tennessee,Chattanooga,"4000 block of Chandler Ave",0,2,N/A
1980368,"April 17, 2021",Kentucky,Louisville,"500 block of N 31st St",0,1,N/A
1980917,"April 17, 2021",Maryland,Baltimore,"2200 block of Wilkens Ave",0,1,N/A
1978579,"April 15, 2021",Alabama,Fairfield,"5119 Myron Massey Blvd",0,1,N/A
1975927,"April 12, 2021",Tennessee,Nashville,"25th Ave N and Dowlan St",1,3,N/A
1975688,"April 12, 2021","New Jersey",Newark,"14th Ave and S 6th St",0,1,N/A
1975657,"April 11, 2021","South Carolina",Lamar,"Lynches River Rd",0,1,N/A
1975083,"April 10, 2021",Missouri,"Saint Louis","N 20th St",0,1,N/A
1974088,"April 10, 2021",Tennessee,Memphis,"385 Western Park Dr",1,3,N/A
1973077,"April 9, 2021",Minnesota,"Saint Paul","600 block of Case Ave",0,1,N/A
1972589,"April 8, 2021",California,Fresno,"Kern St and Collins Ave",0,2,N/A
1969462,"April 5, 2021","New York",Brooklyn,"New Lots Ave and Montauk Ave",0,1,N/A
1971926,"April 3, 2021",Indiana,"South Bend","3790 Curtiss Dr N",0,1,N/A
1966373,"April 1, 2021",Ohio,Columbus,"1632 Red Leaf Ln",0,1,N/A
1965484,"March 30, 2021","North Carolina",Charlotte,"1000 block of Marble St",0,1,N/A
1963765,"March 27, 2021",Texas,"Fort Worth","100 block of Afton Rd",0,1,N/A
1963225,"March 26, 2021",Texas,Cypress,"10600 block of Cypress Breeze Dr",0,1,N/A
1961689,"March 25, 2021",Alabama,Birmingham,N/A,0,1,N/A
1957701,"March 20, 2021",Louisiana,Shreveport,"4911 Monkhouse Dr",1,1,N/A
1957179,"March 19, 2021",Texas,Houston,"12360 Richmond Ave",1,2,N/A
1956104,"March 18, 2021","North Carolina","Four Oaks",I-95,0,1,N/A
1954027,"March 14, 2021",Montana,Power,"Hevorn Rd",0,1,N/A
1954425,"March 13, 2021",Iowa,"Webster City",N/A,0,1,N/A
1948672,"March 9, 2021",Kentucky,Louisville,"22nd St and West Madison St",0,2,N/A
1949181,"March 9, 2021",Michigan,Detroit,"19100 block of Omira St",0,1,N/A
1948354,"March 9, 2021",Michigan,Detroit,"Justine St and E Lantz St",0,1,N/A
1948013,"March 8, 2021",Ohio,Youngstown,"690 Magnolia Ave",0,1,N/A
1947051,"March 7, 2021",Ohio,Dayton,"1994 Gant Ave",0,1,N/A
1944162,"March 3, 2021",Texas,Houston,"7931 Southwest Fwy",1,1,N/A
1942954,"March 2, 2021","North Carolina",Nashville,"5900 block of Maggie Rd",0,1,N/A
1942056,"March 1, 2021",Kentucky,Lexington,"Rand Ave",0,1,N/A
1942321,"March 1, 2021",Ohio,Columbus,"1982 Maryland Ave",0,1,N/A
1941923,"February 28, 2021","West Virginia",Charleston,"100 block of Kanawha Blvd",0,1,N/A
1941340,"February 28, 2021",Texas,Lubbock,"1000 block of E Rice St",0,1,N/A
1940272,"February 27, 2021",Maryland,Baltimore,"2300 block of Avalon Ave",0,3,N/A
1939978,"February 25, 2021",Louisiana,"New Orleans","6000 block of Downman Rd",0,1,N/A
1936173,"February 22, 2021",Texas,"San Antonio","1700 block of S Hamilton Ave",0,1,N/A
1935405,"February 21, 2021",Missouri,"Saint Joseph","1205 Angelique St",0,1,N/A
1931591,"February 17, 2021",Indiana,Gary,"Kentucky St and E 47th Pl",0,1,N/A
1929529,"February 15, 2021",Ohio,Cleveland,"Cedar Rd and E 28th St",0,1,N/A
1930390,"February 15, 2021","North Carolina",Cornelius,"19301 Meridian St",1,1,N/A
1930139,"February 15, 2021",Maryland,"Princess Anne","30000 block of Bardwell Dr",0,1,N/A
1928751,"February 13, 2021",Wisconsin,Milwaukee,"4600 block of N 29th St",0,1,N/A
1928217,"February 12, 2021",Indiana,"Fort Wayne","4900 block of Oak Knob Run",0,1,N/A
1924260,"February 9, 2021",Ohio,Canton,"1500 block of Cherry Ave SE",0,1,N/A
1924253,"February 9, 2021",Texas,Houston,"5619 Aldine Bender Rd",0,1,N/A
1923315,"February 6, 2021",Missouri,"Saint Louis (Spanish Lake)","12000 block of Garden Ln",0,1,N/A
1921838,"February 5, 2021",Indiana,"East Chicago","3900 block of Fir St",0,1,N/A
1917645,"February 1, 2021",Louisiana,"Baton Rouge","Scenic Hwy and 75th Ave",0,1,N/A
1914701,"January 28, 2021","South Carolina",Bennettsville,"Liles St",0,2,N/A
1913216,"January 25, 2021",Georgia,Atlanta,"1212 James Jackson Pkwy NW",0,1,N/A
1910813,"January 24, 2021",Michigan,Detroit,"14400 block of Hubbell Ave",0,1,N/A
1909188,"January 22, 2021",Wisconsin,Milwaukee,"5400 block of N 83rd St",0,1,N/A
1909909,"January 22, 2021",Texas,"Fort Worth","2700 block of NW 18th St",0,1,N/A
1906259,"January 19, 2021","North Carolina",Charlotte,"400 block of Hilo Dr",0,1,N/A
1906588,"January 19, 2021",Ohio,Cincinnati,"Millvale Ct and Beekman St",0,1,N/A
1905177,"January 18, 2021","New York",Bronx,"5 Fordham Hill Oval",0,1,N/A
1903261,"January 15, 2021",Ohio,Columbus,"1200 block of Parkview Dr",0,1,N/A
1903160,"January 15, 2021",Louisiana,"New Orleans","4900 block of Wright Rd",0,1,N/A
1903170,"January 14, 2021",Mississippi,Columbia,"Franklin Dr",0,1,N/A
1906683,"January 12, 2021",Ohio,Sandusky,N/A,0,1,N/A
1899550,"January 10, 2021",Illinois,Streamwood,"1700 block of S Green Meadows Blvd",0,1,N/A
1900792,"January 10, 2021",Mississippi,"Holly Springs","Ridgecrest Dr",0,1,N/A
1899076,"January 9, 2021",Ohio,Columbus,"1430 block of N 4th St",0,1,N/A
1898819,"January 9, 2021",Kansas,Wichita,"4900 block of E Harry St",0,2,N/A
1897861,"January 9, 2021",Florida,Jacksonville,"5000 San Juan Ave",0,1,N/A
1897335,"January 8, 2021",Indiana,"Fort Wayne","1200 block of Boone St",0,1,N/A
1896827,"January 7, 2021",Florida,Jacksonville,"14286 Beach Blvd",0,1,N/A
1892782,"January 2, 2021",Kentucky,Louisville,"4400 block of Southridge Dr",0,1,N/A
1892912,"January 2, 2021",Maine,Waterville,"92 Western Ave",0,1,N/A
1891537,"January 1, 2021",Texas,Houston,"2611 Garden City Dr",0,1,N/A
1896728,"December 31, 2020",Texas,Houston,"9601 W Montgomery Rd",0,1,N/A
1891683,"December 31, 2020",Indiana,Richmond,"200 block of NW 13th St",0,1,N/A
1889554,"December 29, 2020",Mississippi,Tunica,"2661 Old Hwy 61 N",0,1,N/A
1889279,"December 28, 2020",Tennessee,Memphis,"3995 S 3rd St",0,3,N/A
1889232,"December 28, 2020",Colorado,Denver,"2969 S Federal Blvd",0,2,N/A
1887635,"December 26, 2020",Florida,Tallahassee,"2500 block of Holton St",0,1,N/A
1886441,"December 25, 2020",Georgia,Macon,"4416 Mumford Rd",0,1,N/A
1914622,"December 25, 2020","New York",Albany,"200 block of Delaware Ave",0,1,N/A
1885137,"December 23, 2020",Arkansas,"Little Rock","5801 Dreher Ln",0,1,N/A
1885126,"December 23, 2020",Iowa,"Cedar Rapids","208 7th St SW",0,1,N/A
1883355,"December 21, 2020",Kentucky,Louisville,"3237 Utah Ave",0,1,N/A
1882264,"December 20, 2020",Texas,"Fort Worth",N/A,0,1,N/A
1881004,"December 18, 2020",Texas,Houston,"6500 block of Dunlap St",0,1,N/A
1879087,"December 15, 2020",Wisconsin,Milwaukee,"3000 block of N 28th St",0,1,N/A
1877707,"December 14, 2020","District of Columbia",Washington,"1500 block of Good Hope Rd SE",0,1,N/A
1877441,"December 14, 2020",Connecticut,Hartford,"88 Vine St",0,1,N/A
1876620,"December 12, 2020",Maryland,Baltimore,"4100 block of Frederick Ave",0,1,N/A
1875480,"December 12, 2020",Ohio,Cincinnati,"5000 block of Winneste Ave",0,1,N/A
1874381,"December 10, 2020",Michigan,Detroit,"10500 block of Morang Ave",0,1,N/A
1873876,"December 8, 2020",Ohio,Zanesville,"2654 Darlington Dr",0,1,N/A
1873798,"December 8, 2020",Louisiana,Lacombe,"28399 Palmer Dr",2,3,N/A
1871950,"December 7, 2020",California,Oakland,"2100 block of 25th Ave",0,1,N/A
1871569,"December 6, 2020",Tennessee,Memphis,"324 N Bellevue Blvd",0,1,N/A
1872203,"December 5, 2020",Florida,Stuart,N/A,0,1,N/A
1869478,"December 4, 2020",Ohio,Columbus,"300 block of Seemic Cir",0,1,N/A
1868496,"December 3, 2020",Alabama,"Holly Pond",N/A,0,1,N/A
1870351,"December 2, 2020",Ohio,Cleveland,"2200 block of E 69th St",0,1,N/A
1867864,"December 2, 2020",Washington,"Federal Way","35700 16th Ave S",0,1,N/A
1863488,"November 27, 2020",Alabama,Russellville,"43 Isbell Loop",0,1,N/A
1862683,"November 26, 2020",Michigan,"Grand Blanc","5800 Maplebrook Ln",0,1,N/A
1862135,"November 24, 2020",Ohio,Cleveland,"E 131st St and Harvard Ave",0,1,N/A
1861453,"November 24, 2020",Alabama,Decatur,"1605 Beltline Rd SW",0,1,N/A
1861379,"November 24, 2020",Texas,Forney,"2100 block of Juniper Dr",1,1,N/A
1859979,"November 22, 2020",Illinois,"East Saint Louis","800 block of N 24th St",0,1,N/A
1861163,"November 21, 2020",Indiana,Gary,"4700 block of Johnson St",0,1,N/A
1860102,"November 21, 2020",Alabama,Mobile,"1200 block of Athey Rd",0,1,N/A
1857954,"November 20, 2020",Arizona,Phoenix,"16th St and Southern Ave",0,1,N/A
1862123,"November 19, 2020",Kansas,Ulysses,"1500 block of Oklahoma Ave",0,1,N/A
1855512,"November 18, 2020",Ohio,Columbus,"7310 Carson Ave",0,1,N/A
1854054,"November 16, 2020",Illinois,Chicago,"200 block of W 115th St",0,1,N/A
1853802,"November 16, 2020",Ohio,Columbus,"2047 Bancroft St",0,1,N/A
1853057,"November 15, 2020",Washington,Tacoma,"8800 block of S Sheridan Ave",0,1,N/A
1852658,"November 13, 2020","North Carolina",Leland,"1664 Lincoln Rd NE",0,1,N/A
1847683,"November 9, 2020",Kentucky,Louisville,"3400 block of W Muhammad Ali Blvd",0,1,N/A
1847065,"November 9, 2020",Indiana,Indianapolis,"1200 block of Racquet Club N Dr",0,1,N/A
1848216,"November 9, 2020",Michigan,Detroit,"4200 block of Tyler Ave",0,1,N/A
1850403,"November 6, 2020",Washington,Edmonds,"18900 block of 86th Pl W",0,1,N/A
1845679,"November 6, 2020",Iowa,"Cedar Rapids","4444 1st Ave NE",0,1,N/A
1844632,"November 5, 2020",Pennsylvania,Uniontown,"34 Millview St",0,1,N/A
1844808,"November 5, 2020",Indiana,Indianapolis,"4800 block of Oakwood Trail",0,1,N/A
1844608,"November 5, 2020",Ohio,Toledo,"1000 block of Harding Dr",0,1,N/A
1844689,"November 4, 2020",Iowa,Dyersville,"4th Avenue NE",0,1,N/A
1842978,"November 4, 2020",Indiana,Losantville,"6400 block of US-36",0,1,N/A
1843377,"November 4, 2020",Louisiana,"Baton Rouge","5600 block of Kilona Dr",0,1,N/A
1842860,"November 3, 2020",Pennsylvania,Philadelphia,"1800 block of N 6th St",0,1,N/A
1841102,"November 2, 2020",Mississippi,Senatobia,"Line St",0,1,N/A
1841831,"November 2, 2020",Oregon,Redmond,"2300 block of SW 20th Ct",0,1,N/A
1839597,"October 31, 2020",Alabama,Birmingham,"1600 Montclair Rd",0,1,N/A
1839663,"October 31, 2020","New York","New York (Manhattan)","130 Lenox Ave",0,3,N/A
